Path,Category,Prediction,Shape of the item.,Details of the item.,Use of item.,Describe how this item is typically obtained.,Identify some common places where the item might be found or used.
/content/Dataset_simple_sketch/test/alarm clock/96.png,alarm clock,alarm clock,a clock,a drawing of a clock on a white background,a drawing of a clock on a white background,by drawing a clock on a white background,"alarm clocks, alarm clocks, alarm clocks, alarm clocks, alarm clocks, alarm clocks, alarm clocks, alarm clock"
/content/Dataset_simple_sketch/test/alarm clock/155.png,alarm clock,alarm clock,a clock,a drawing of a clock on a white background,a clock,by drawing a clock on a piece of paper,a clock on a wall clock on a wall clock on a wall clock on a wall clock on a wall clock on
/content/Dataset_simple_sketch/test/alarm clock/156.png,alarm clock,alarm clock,octopus,a drawing of a clock with an arrow pointing in the direction of the clock,a clock,it is obtained by drawing a line on a piece of paper,"clocks, clock radios, clock radios, clocks, clocks, clock radios, clock radios, clock radios, clock"
/content/Dataset_simple_sketch/test/alarm clock/106.png,alarm clock,alarm clock,a clock,price 1 credit usd $1,price credit usd $1,it is typically obtained by drawing a clock on a white background,"alarm clocks, alarm clocks, alarm clocks, alarm clocks, alarm clocks, alarm clocks, alarm clocks, alarm clock"
/content/Dataset_simple_sketch/test/alarm clock/119.png,alarm clock,alarm clock,a clock,a drawing of an alarm clock on a white background,illustration of an alarm clock on a white background,it is typically obtained by drawing a picture of an alarm clock on a white background,"alarm clocks, alarm clocks, alarm clocks, alarm clocks, alarm clocks, alarm clocks, alarm clocks, alarm clock"
/content/Dataset_simple_sketch/test/alarm clock/157.png,alarm clock,teddy-bear,a teddy bear,drawing of a teddy bear,how to draw a teddy bear,it is typically obtained by drawing a picture of a teddy bear on a piece of paper,"on a t-shirt, on a shirt, on a shirt, on a shirt, on a shirt, on "
/content/Dataset_simple_sketch/test/tomato/18157.png,tomato,apple,a tangerine,a line drawing of a fruit,how to make a pomegranate pomegranate pomegranate pomegranate pomegranate,it is typically obtained from a citrus fruit,"in the kitchen, in the bathroom, in the bedroom, in the living room, in the bedroom, in the bathroom, in the kitchen, in"
/content/Dataset_simple_sketch/test/tomato/18098.png,tomato,tomato,a tomato,a line drawing of a tomato on a white background,how to draw a tomato on a white background,a tomato is a fruit that is a member of the family lycopsidae,"in a salad, on a sandwich, in a sandwich, on a pizza, on a pizza, on a pizza,"
/content/Dataset_simple_sketch/test/tomato/18099.png,tomato,tomato,a tomato,a drawing of a tomato on a white background,how to draw a tomato,a tomato is a fruit that is a member of the family lycopsidae,"a grocery store, a restaurant, a grocery store, a restaurant, a restaurant, a restaurant, a restaurant,"
/content/Dataset_simple_sketch/test/tomato/18124.png,tomato,tomato,"a tomato, a tomato, a tomato, a tomato, a tomato, a tomato, a tomato, a",a drawing of a tomato on a white background,,from a farmer's market,"in a salad, on a pizza, in a sandwich, on a sandwich, on a pizza, on a pizza,"
/content/Dataset_simple_sketch/test/tomato/18108.png,tomato,apple,pear,pear coloring page,a drawing of a pear,a peach is a fruit that is typically obtained from a peach tree,"a grocery store, a grocery store, a restaurant, a restaurant, a bakery, a bakery, a restaurant,"
/content/Dataset_simple_sketch/test/tomato/18137.png,tomato,apple,apple,a drawing of an apple on a white background,how to draw an apple on a white background,it is usually obtained from a farmer's market or a farmer's market,"apple pies, apple sauce, apple pie, apple pie, apple pie, apple pie, apple pie, apple pie, apple pie, apple pie"
/content/Dataset_simple_sketch/test/tomato/18092.png,tomato,kangaroo,a circle,drawing of a circle on a white background,drawing a circle on a white sheet of paper,it is typically obtained by drawing a circle on a white sheet of paper,"in a kitchen, in a bathroom, in a bedroom, in a living room, in a bedroom, in a bathroom"
/content/Dataset_simple_sketch/test/tomato/18082.png,tomato,tomato,a tomato,a drawing of a tomato on a white background,a drawing of a tomato on a white background,it is usually obtained from a farmer's market,"in a salad, on a sandwich, on a pizza, on a sandwich, on a pizza, on a pizza,"
/content/Dataset_simple_sketch/test/tomato/18110.png,tomato,pumpkin,a bell pepper,free printable pepper coloring pages,how to draw a bell pepper,it is usually obtained from a farmer's market or a farmer's market,"peppers can be found in a variety of places, such as a grocery store, a farmer's market, a restaurant,"
/content/Dataset_simple_sketch/test/tomato/18089.png,tomato,tomato,a tomato,a line drawing of a tomato on a white background,a drawing of a tomato on a white background,it is usually obtained from a farmer's market,"in a garden, on a plate, in a sandwich, on a plate, in a sandwich, on a plate,"
/content/Dataset_simple_sketch/test/tomato/18086.png,tomato,pumpkin,a pumpkin,how to draw a pumpkin,how to draw a pumpkin,it is typically obtained by slicing a pumpkin in half and scooping out the seeds,"a pumpkin patch, a pumpkin patch, a pumpkin patch, a pumpkin patch, a pumpkin patch, a pumpkin patch,"
/content/Dataset_simple_sketch/test/tomato/18147.png,tomato,tomato,a tomato,a line drawing of a tomato on a white background,how to draw a tomato,a tomato is a fruit that is ripe and ready to eat,"a tomato can be found on a plate, in a salad, on a pizza, in a sandwich, on a pizza"
/content/Dataset_simple_sketch/test/tomato/18140.png,tomato,tomato,a tomato,drawing of a tomato,drawing of a tomato on a white background,a tomato is a fruit that is a member of the family lycopsidae,"in a salad, on a sandwich, in a sandwich, on a pizza, on a pizza, on a pizza,"
/content/Dataset_simple_sketch/test/tomato/18144.png,tomato,apple,1 credit usd $1,1 credit usd $1,1 credit usd $1 1 credit usd 1 credit usd 1 credit usd 1 credit usd 1 credit usd 1 credit usd 1,it is typically obtained by drawing a line on a white sheet of paper,"apple pies, apple sauce, apple pie, apple pie, apple pie, apple pie, apple pie, apple pie, apple pie, apple pie"
/content/Dataset_simple_sketch/test/tomato/18105.png,tomato,tomato,a tomato,how to draw a tomato,how to draw a tomato,from a farmer's market or farmer's market,"a tomato can be found on a plate, in a salad, on a pizza, in a sandwich, or on a"
/content/Dataset_simple_sketch/test/tomato/18129.png,tomato,tomato,a tomato,a line drawing of a tomato on a white background,how to draw a tomato on a white background,it is usually obtained from a farmer's market,"a grocery store, a farmer's market, a grocery store, a restaurant, a bakery, a restaurant, "
/content/Dataset_simple_sketch/test/banana/869.png,banana,banana,a banana,a line drawing of a banana on a white background,,it is typically obtained by cutting a banana in half and slicing it in half,"bananas are commonly found in a variety of foods, such as ice cream, smoothies, and desserts"
/content/Dataset_simple_sketch/test/banana/806.png,banana,banana,a banana,the item is a drawing of a banana,a banana is a fruit that can be used as a food item,a banana is cut in half and then cut in half again,"bananas are commonly found in a variety of places, such as on a plate, in a bowl, on a plate, in"
/content/Dataset_simple_sketch/test/banana/810.png,banana,banana,a single line drawing of a banana,a line drawing of a banana,a single line drawing of a banana,it is typically obtained by cutting a banana in half and slicing it in half,"bananas, banana peels, bananas, bananas, bananas, bananas, bananas, bananas, bananas, bananas"
/content/Dataset_simple_sketch/test/banana/831.png,banana,banana,banana,a line drawing of a banana on a white background,line drawing of a banana on a white background,it is typically obtained from a banana tree,"bananas, banana bread, bananas, bananas bread, banana bread, banana bread, banana bread, banana bread, banana bread, banana bread"
/content/Dataset_simple_sketch/test/banana/834.png,banana,banana,a banana,,a banana,a banana is ripe and ready to eat,"bananas are commonly found in a variety of places, such as a grocery store, a restaurant, a bakery, or a"
/content/Dataset_simple_sketch/test/banana/848.png,banana,banana,a banana,a line drawing of a banana on a white background,a banana,a banana is typically obtained from a farmer's market,"bananas can be found in a grocery store, a restaurant, a bakery, a bakery, a bakery, or a"
/content/Dataset_simple_sketch/test/banana/851.png,banana,banana,a banana,drawing of a banana - drawing of a banana - drawing of a banana - drawing of a banana - drawing of,how to draw a banana,a banana is cut in half lengthwise and then sliced in half lengthwise,"bananas, banana bread, bananas, bananas bread, banana bread, banana bread, banana bread, banana bread, banana bread, banana bread"
/content/Dataset_simple_sketch/test/banana/857.png,banana,banana,a banana,,a banana,it is typically obtained from a banana tree,"bananas are commonly found in grocery stores, supermarkets, and restaurants"
/content/Dataset_simple_sketch/test/banana/871.png,banana,kangaroo,corn on the cob,line drawing of a corn cob on a white background,corn on the cob,corn on the cob,"corn on the cob, corn on the cob, corn on the cob, corn on the cob, corn on the cob,"
/content/Dataset_simple_sketch/test/banana/861.png,banana,teddy-bear,teddy bear,a line drawing of a teddy bear,a line drawing of a teddy bear with a teddy bear on a white background,by drawing a single line on a white background,"kitchen, bathroom, bedroom, living room, bedroom, living room, bedroom, bedroom, bedroom, bedroom, bedroom, bedroom, bedroom, bedroom,"
/content/Dataset_simple_sketch/test/banana/865.png,banana,kangaroo,a line drawing of a bag,samsung galaxy s6 edge samsung galaxy s6 edge samsung galaxy s6 edge,a line drawing of a teddy bear,it is typically obtained from a fisherman's net,"in a kitchen, on a shelf, in a drawer, on a shelf, in a drawer, on a shelf,"
/content/Dataset_simple_sketch/test/banana/817.png,banana,banana,a banana,a line drawing of a banana on a white background,a single line drawing of a banana on a white background,it is typically obtained from a plant,"bananas are commonly found in a variety of places, such as a grocery store, a restaurant, a bakery, or a"
/content/Dataset_simple_sketch/test/banana/829.png,banana,kangaroo,shape of the item,a line drawing of a sailor's sailor's sailor's sailor',a line drawing of a sailor's sailor's sailor's sailor',it is typically obtained by slicing off the tip of a tiger's talons,common places where the item might be found or used
/content/Dataset_simple_sketch/test/banana/837.png,banana,banana,a banana,a line drawing of a banana on a white background,a line drawing of a banana on a white background,it is typically obtained from a banana,"bananas can be found in a grocery store, a restaurant, a bakery, a bakery, a bakery, or a"
/content/Dataset_simple_sketch/test/banana/855.png,banana,banana,a banana,a line drawing of a banana on a white background,a banana,a banana is typically obtained from a tree,"bananas can be found in a grocery store, a restaurant, a bakery, a bakery, a bakery, or a"
/content/Dataset_simple_sketch/test/banana/866.png,banana,kangaroo,a banana,samsung galaxy s7 edge samsung galaxy s7 edge samsung galaxy s7 edge,use of item - use of item - use of item - use of item - use of item - use of item -,it is typically obtained by slicing a banana in half lengthwise and then slicing it in half lengthwise,"in the kitchen, in the bathroom, in the kitchen, in the bathroom, in the kitchen, in the bathroom, in the kitchen, in the"
/content/Dataset_simple_sketch/test/santa claus/14026.png,santa claus,santa claus,santa claus santa claus santa claus santa claus s,a line drawing of a man holding a gift,santa claus hat,by drawing a line on a piece of paper,a gift card
/content/Dataset_simple_sketch/test/santa claus/14034.png,santa claus,santa claus,santa claus,santa claus coloring pages santa claus coloring pages santa claus coloring pages sant,santa claus coloring page,from a santa claus coloring page,santa claus coloring pages santa claus coloring pages santa claus coloring pages sant
/content/Dataset_simple_sketch/test/santa claus/14029.png,santa claus,santa claus,santa claus santa claus santa claus santa claus s,santa santa santa santa santa santa santa s,santa claus santa claus santa claus santa claus s,it is typically obtained from a santa claus santa claus santa claus s,santa claus santa claus santa claus santa claus s
/content/Dataset_simple_sketch/test/santa claus/14013.png,santa claus,santa claus,octopus,santa claus coloring pages - santa claus coloring pages - santa claus coloring,santa claus coloring page santa claus coloring page santa claus coloring page sant,"it is typically obtained from a tarot card, a tarot card, a tarot card, or",santa claus santa claus santa claus santa claus s
/content/Dataset_simple_sketch/test/santa claus/14054.png,santa claus,santa claus,santa claus,santa santa santa santa santa santa santa s,santa claus santa claus santa claus santa claus s,from a santa's sack,santa claus santa claus santa claus santa claus s
/content/Dataset_simple_sketch/test/santa claus/14030.png,santa claus,santa claus,santa claus,santa claus santa claus santa claus santa claus s,santa claus santa claus santa claus santa claus s,it is typically obtained by drawing a santa claus on a piece of paper,santa claus santa claus santa claus santa claus s
/content/Dataset_simple_sketch/test/santa claus/14064.png,santa claus,santa claus,santa claus,santa claus coloring pages santa claus coloring pages santa claus coloring pages sant,santa claus santa claus santa claus santa claus s,from a santa claus coloring page,santa claus coloring pages santa claus coloring pages santa claus coloring pages sant
/content/Dataset_simple_sketch/test/santa claus/14040.png,santa claus,santa claus,santa claus,santa claus coloring page,santa claus coloring page,santa claus is a character in the santa claus series,santa claus coloring pages santa claus coloring pages santa claus coloring pages sant
/content/Dataset_simple_sketch/test/santa claus/14001.png,santa claus,santa claus,santa claus santa claus santa claus santa claus s,santa claus santa claus santa claus santa claus s,santa claus santa claus santa claus santa claus s,from a santa claus santa claus santa claus santa cla,santa claus santa claus santa claus santa claus s
/content/Dataset_simple_sketch/test/santa claus/14025.png,santa claus,santa claus,santa claus santa claus santa claus santa claus s,santa claus coloring pages santa claus coloring pages santa claus coloring pages sant,santa claus santa claus santa claus santa claus s,santa claus coloring pages santa claus coloring pages santa claus coloring pages sant,santa claus coloring pages santa claus coloring pages santa claus coloring pages sant
/content/Dataset_simple_sketch/test/santa claus/14022.png,santa claus,santa claus,santa claus santa claus santa claus santa claus s,santa claus coloring page,santa claus santa claus santa claus santa claus s,it is typically obtained from a santa claus coloring page,santa claus coloring pages santa claus coloring pages santa claus coloring pages sant
/content/Dataset_simple_sketch/test/santa claus/14045.png,santa claus,santa claus,santa hat,santa claus santa claus santa claus santa claus s,santa hat,by drawing a picture of a santa claus hat on a piece of paper,santa claus santa claus santa claus santa claus s
/content/Dataset_simple_sketch/test/santa claus/14017.png,santa claus,santa claus,santa claus santa claus santa claus santa claus s,santa claus santa claus santa claus santa claus s,santa claus santa claus santa claus santa claus s,by drawing a picture of a santa claus on a piece of paper,in a santa claus hat
/content/Dataset_simple_sketch/test/santa claus/14028.png,santa claus,santa claus,santa claus santa claus santa claus santa claus s,a line drawing of a man with a beard and mustache,a line drawing of a man with a beard and mustache,by drawing a line on a white sheet of paper,"on t-shirts, mugs, mugs, mugs, mugs, mugs, mugs,"
/content/Dataset_simple_sketch/test/santa claus/14043.png,santa claus,santa claus,santa claus santa claus santa claus santa claus s,single line drawing of a santa claus in a santa claus hat,a single line drawing of a man holding a sword,it is typically obtained as a gift from a friend or family member,a santa claus hat
/content/Dataset_simple_sketch/test/santa claus/14068.png,santa claus,santa claus,hat,coloring pages of a gnome coloring pages of a gnome coloring pages of a gnome coloring pages of a,santa claus coloring pages santa claus coloring pages santa claus coloring pages sant,it is typically obtained by drawing a picture of a gnome on a white sheet of paper,"in a hat, a hat, a hat, a hat, a hat, a hat"
/content/Dataset_simple_sketch/test/pumpkin/13184.png,pumpkin,pumpkin,a pumpkin,free printable pumpkin coloring pages - free printable pumpkin coloring pages - free printable pumpkin coloring pages - free printable pumpkin coloring pages - free printable,how to draw a pumpkin on a white background,it is typically obtained from a pumpkin,"pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch,"
/content/Dataset_simple_sketch/test/pumpkin/13190.png,pumpkin,pumpkin,a pumpkin,free printable pumpkin coloring pages for kids - free printable pumpkin coloring pages for kids - free printable pumpkin coloring pages for kids - free printable pumpkin,how to draw a pumpkin on a white background,it is typically obtained from a pumpkin,"pumpkins can be found in a pumpkin patch, a pumpkin patch, a pumpkin patch, a pumpkin patch, a pumpkin patch"
/content/Dataset_simple_sketch/test/pumpkin/13148.png,pumpkin,pumpkin,jack-o-lantern,how to draw a jack-o-lantern,how to draw a jack-o-lantern,by drawing a line on a white sheet of paper,"pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch,"
/content/Dataset_simple_sketch/test/pumpkin/13121.png,pumpkin,pumpkin,a pumpkin,free printable pumpkin coloring pages for kids - free printable pumpkin coloring pages for kids - free printable pumpkin coloring pages for kids - free printable pumpkin,how to draw a pumpkin on a white background,it is typically obtained from a pumpkin that has been carved into the shape of a pumpkin and then carved into the shape of a,"a pumpkin can be found in a pumpkin patch, a pumpkin patch, a pumpkin patch, a pumpkin patch, a pumpkin"
/content/Dataset_simple_sketch/test/pumpkin/13129.png,pumpkin,pumpkin,a pumpkin,free printable pumpkin coloring pages,how to draw a pumpkin on a white background,it is typically obtained from a pumpkin,"pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch,"
/content/Dataset_simple_sketch/test/pumpkin/13176.png,pumpkin,pumpkin,a single line drawing of a pumpkin,a line drawing of a pumpkin on a white background,how to draw a pumpkin,it is typically obtained by slicing a pumpkin in half and then slicing it in half again,"pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch,"
/content/Dataset_simple_sketch/test/pumpkin/13194.png,pumpkin,pumpkin,a pumpkin,drawing of a pumpkin,drawing of a pumpkin,it is typically obtained by obtaining a pumpkin from a farmer's market,"kitchen, bathroom, bedroom, living room, dining room, bedroom, living room, bedroom, living room, bedroom, bedroom, bedroom, bedroom,"
/content/Dataset_simple_sketch/test/pumpkin/13172.png,pumpkin,pumpkin,a pumpkin,free printable pumpkin coloring pages - free printable pumpkin coloring pages - free printable pumpkin coloring pages - free printable pumpkin coloring pages - free printable,how to draw a pumpkin on a white background,it is typically obtained from a pumpkin that has been carved into the shape of a pumpkin,"pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch,"
/content/Dataset_simple_sketch/test/pumpkin/13124.png,pumpkin,pumpkin,a pumpkin,a line drawing of a pumpkin,a line drawing of a pumpkin,by drawing a single line on a white sheet of paper,"pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch,"
/content/Dataset_simple_sketch/test/pumpkin/13178.png,pumpkin,pumpkin,a pumpkin,how to draw a pumpkin,how to draw a pumpkin,a pumpkin is usually obtained from a pumpkin patch or a farmer's market,"pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch,"
/content/Dataset_simple_sketch/test/pumpkin/13191.png,pumpkin,pumpkin,a pumpkin,a line drawing of a pumpkin,how to draw a pumpkin,by drawing a single line on a white sheet of paper,"pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch,"
/content/Dataset_simple_sketch/test/pumpkin/13143.png,pumpkin,pumpkin,jack-o-lantern,free halloween coloring pages for kids,how to draw a jack-o-lantern,a pumpkin is carved from a piece of wood and carved with a carving knife,"pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch,"
/content/Dataset_simple_sketch/test/pumpkin/13171.png,pumpkin,apple,nut,,nut,it is usually obtained from a tree,"in the kitchen, in the pantry, in the pantry, in the pantry, in the kitchen, in the pantry, in the pantry, in the"
/content/Dataset_simple_sketch/test/pumpkin/13163.png,pumpkin,apple,apple,a line drawing of an apple,a single line drawing of an apple,it is typically obtained by drawing a single line on a white surface,"apple pies, apple pie, apple pie, apple pie, apple pie, apple pie, apple pie, apple pie, apple pie, apple pie"
/content/Dataset_simple_sketch/test/pumpkin/13200.png,pumpkin,pumpkin,a pumpkin,free printable pumpkin coloring pages for kids - free printable pumpkin coloring pages for kids - free printable pumpkin coloring pages for kids - free printable pumpkin,how to draw a pumpkin,it is typically obtained by drawing a line on a white surface,"pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch,"
/content/Dataset_simple_sketch/test/pumpkin/13169.png,pumpkin,pumpkin,a pumpkin,a single line drawing of a pumpkin on a white background,a single line drawing of a pumpkin on a white background,it is usually obtained from a farmer's market or a farmer's market,"pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch, pumpkin patch,"
/content/Dataset_simple_sketch/test/satellite dish/14235.png,satellite dish,teddy-bear,shape of the item,a line drawing of a teddy bear in the shape of a teddy bear on a white background,a single line drawing of a teddy bear in the shape of a teddy bear,by drawing a line on a white background,"kitchen, bathroom, bedroom, living room, bedroom, living room, bedroom, bedroom, bedroom, bedroom, bedroom, bedroom, bedroom, bedroom,"
/content/Dataset_simple_sketch/test/satellite dish/14189.png,satellite dish,kangaroo,pear,drawing of a pear on a white background,pear,it is typically obtained from a ripe peach,"pear, apple, pear apple, pear apple, pear apple, pear apple, pear apple, pear apple, pe"
/content/Dataset_simple_sketch/test/satellite dish/14228.png,satellite dish,satellite dish,tv antenna,a line drawing of a satellite dish on a white background,drawing of a satellite dish,it is typically obtained from a telecommunications company,"kitchen, bathroom, bedroom, living room, bedroom, living room, bedroom, bedroom, bedroom, bedroom, bedroom, bedroom, bedroom, bedroom,"
/content/Dataset_simple_sketch/test/satellite dish/14237.png,satellite dish,teddy-bear,y - shape of the item,continuous line drawing of a man holding a cigarette,a single line drawing of a person holding a cigarette,by drawing a continuous line on a white background,"kitchen, bathroom, bedroom, living room, bedroom, living room, bedroom, bedroom, bedroom, bedroom, bedroom, bedroom, bedroom, bedroom,"
/content/Dataset_simple_sketch/test/satellite dish/14173.png,satellite dish,teddy-bear,shape of the item,a line drawing of a plane,a line drawing of a balloon,it is typically obtained by drawing a line on a white background,"airplanes, helicopters, gliders, gliders, gliders, gliders, gliders, gliders,"
/content/Dataset_simple_sketch/test/satellite dish/14225.png,satellite dish,teddy-bear,spherical spherical spherical spherical spherical spherical,drawing of a teddy bear,how to draw a teddy bear using a teddy bear,it is typically obtained by slicing off the top of a frog's head,a teddy bear's teddy bear teddy bear teddy bear teddy bear
/content/Dataset_simple_sketch/test/satellite dish/14195.png,satellite dish,satellite dish,a line drawing of a tv antenna,a line drawing of a man holding a tv remote,line drawing of a person holding a tv remote,it is typically obtained from a telecommunications company,"in a kitchen, in a bathroom, in a bedroom, in a living room, in a bedroom, in a bathroom"
/content/Dataset_simple_sketch/test/satellite dish/14191.png,satellite dish,teddy-bear,ice cream cone,a line drawing of an ice cream cone,ice cream cone,by drawing a single line on a white sheet of paper,ice cream sundaes ice cream sundaes ice cream sundaes ice cream
/content/Dataset_simple_sketch/test/satellite dish/14186.png,satellite dish,satellite dish,spherical spherical spherical spherical spherical spherical,a line drawing of a tv antenna,how to draw a tv antenna - wikihow,it is typically obtained from a satellite,"satellite dishes, tv antennas, tv antennas, tv antennas, tv antennas, tv"
/content/Dataset_simple_sketch/test/satellite dish/14177.png,satellite dish,ear,shape of the item,samsung galaxy tab s3,a) use of item b) use of item c) use of item d) use of item e) use of item,it is typically obtained by obtaining a sample from a person's eye,eyeglasses eyeglasses eyeglasses eyeglasses eyeglasses eyeglasses eyeglasses eyeglass
/content/Dataset_simple_sketch/test/satellite dish/14161.png,satellite dish,umbrella,shape of the item,a line drawing of a lotus flower,how to draw a teddy bear using a teddy bear,it is typically obtained by drawing a line on a white sheet of paper,"in a garden, on a beach, in a park, on a boat, in a boathouse, on a boat"
/content/Dataset_simple_sketch/test/satellite dish/14201.png,satellite dish,teddy-bear,octopus,a drawing of a lollipop with a lollipop stick in the middle of the lollipop,how to use a lollipop to make a lollipop lollipop lollipop lollipop,it is typically obtained by slicing a potato in half and removing the seeds,ice cream sundaes ice cream sundaes ice cream sundaes ice cream
/content/Dataset_simple_sketch/test/satellite dish/14187.png,satellite dish,teddy-bear,teddy bear,a black and white drawing of a toilet paper holder,a toilet paper holder,it is typically obtained from a tattoo artist or tattoo parlour,toilet paper roll toilet paper roll toilet paper roll toilet paper roll toilet paper roll toilet paper roll toilet paper roll toilet paper roll toilet paper roll toilet paper roll
/content/Dataset_simple_sketch/test/satellite dish/14215.png,satellite dish,teddy-bear,a spherical object,how to draw a teddy bear,draw a line from the top of the head to the bottom of the head,it is typically obtained by drawing a line on a white sheet of paper,"in the kitchen, in the bathroom, in the bedroom, in the living room, in the bedroom, in the living room, in the bedroom,"
/content/Dataset_simple_sketch/test/satellite dish/14216.png,satellite dish,kangaroo,shape of the item. shape of the item. shape of the item. shape of the item. shape of the item. shape of the item.,a drawing of a plant with a leaf on it,how to use a syringe to syringe a syringe is a syring,it is typically obtained from a pig's intestine,common places where the item might be found or used
/content/Dataset_simple_sketch/test/satellite dish/14207.png,satellite dish,teddy-bear,spherical spherical spherical spherical spherical spherical,drawing of a line drawing of a spherical object with a spherical shape,drawing of a line drawing of a spherical object on a white background,it is typically obtained from a telecommunications company,"kitchen, bathroom, bedroom, living room, bedroom, living room, bedroom, bedroom, bedroom, bedroom, bedroom, bedroom, bedroom, bedroom,"
